"TypeCode","FreqCode","RefPeriodId","RefYear","RefMonth","Period","ReporterCode","ReporterISO","ReporterDesc","FlowCode","FlowDesc","PartnerCode","PartnerISO","PartnerDesc","Partner2Code","Partner2ISO","Partner2Desc","ClassificationCode","ClassificationSearchCode","IsOriginalClassification","CmdCode","CmdDesc","AggrLevel","IsLeaf","CustomsCode","CustomsDesc","MosCode","MotCode","MotDesc","QtyUnitCode","QtyUnitAbbr","Qty","IsQtyEstimated","AltQtyUnitCode","AltQtyUnitAbbr","AtlQty","IsAltQtyEstimated","NetWgt","IsNetWgtEstimated","GrossWgt","IsGrossWgtEstimated","Cifvalue","Fobvalue","PrimaryValue","LegacyEstimationFlag","IsReported","IsAggregate",
"C","A","20190101","2019","52","2019","842","USA","USA","X","Export","710","ZAF","South Africa","0","W00","World","H5","HS","true","854140","Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light-emitting diodes (LED)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","279065","false","-1","N/A","0","false","0","true","0","false","0","1166315","1166315","4","true","false",
"C","A","20190101","2019","52","2019","842","USA","USA","X","Export","716","ZWE","Zimbabwe","0","W00","World","H5","HS","true","854140","Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light-emitting diodes (LED)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","529","false","-1","N/A","0","false","0","true","0","false","0","195224","195224","4","true","false",
"C","A","20190101","2019","52","2019","842","USA","USA","X","Export","534","SXM","Saint Maarten","0","W00","World","H5","HS","true","854140","Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light-emitting diodes (LED)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","3333","false","-1","N/A","0","false","0","true","0","false","0","93893","93893","4","true","false",
"C","A","20190101","2019","52","2019","842","USA","USA","X","Export","44","BHS","Bahamas","0","W00","World","H5","HS","true","854140","Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light-emitting diodes (LED)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","102392","false","-1","N/A","0","false","0","true","0","false","0","1351127","1351127","4","true","false",
"C","A","20190101","2019","52","2019","842","USA","USA","X","Export","324","GIN","Guinea","0","W00","World","H5","HS","true","854140","Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light-emitting diodes (LED)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","414","false","-1","N/A","0","false","0","true","0","false","0","127227","127227","4","true","false",
"C","A","20190101","2019","52","2019","842","USA","USA","X","Export","858","URY","Uruguay","0","W00","World","H5","HS","true","854140","Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light-emitting diodes (LED)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","27139","false","-1","N/A","0","false","0","true","0","false","0","45760","45760","4","true","false",
"C","A","20190101","2019","52","2019","842","USA","USA","X","Export","404","KEN","Kenya","0","W00","World","H5","HS","true","854140","Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light-emitting diodes (LED)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","443","false","-1","N/A","0","false","0","true","0","false","0","173262","173262","4","true","false",
"C","A","20190101","2019","52","2019","842","USA","USA","X","Export","108","BDI","Burundi","0","W00","World","H5","HS","true","854140","Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light-emitting diodes (LED)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","5","false","-1","N/A","0","false","0","true","0","false","0","2860","2860","4","true","false",
"C","A","20190101","2019","52","2019","842","USA","USA","X","Export","860","UZB","Uzbekistan","0","W00","World","H5","HS","true","854140","Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light-emitting diodes (LED)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","500","false","-1","N/A","0","false","0","true","0","false","0","9170","9170","4","true","false",
"C","A","20190101","2019","52","2019","842","USA","USA","X","Export","332","HTI","Haiti","0","W00","World","H5","HS","true","854140","Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light-emitting diodes (LED)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","4101","false","-1","N/A","0","false","0","true","0","false","0","265042","265042","4","true","false",
"C","A","20190101","2019","52","2019","842","USA","USA","X","Export","242","FJI","Fiji","0","W00","World","H5","HS","true","854140","Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light-emitting diodes (LED)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","213","false","-1","N/A","0","false","0","true","0","false","0","136343","136343","4","true","false",
"C","A","20190101","2019","52","2019","842","USA","USA","X","Export","646","RWA","Rwanda","0","W00","World","H5","HS","true","854140","Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light-emitting diodes (LED)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","90","false","-1","N/A","0","false","0","true","0","false","0","22595","22595","4","true","false",
"C","A","20190101","2019","52","2019","842","USA","USA","X","Export","440","LTU","Lithuania","0","W00","World","H5","HS","true","854140","Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light-emitting diodes (LED)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","122607","false","-1","N/A","0","false","0","true","0","false","0","2274394","2274394","4","true","false",
"C","A","20190101","2019","52","2019","842","USA","USA","X","Export","251","FRA","France","0","W00","World","H5","HS","true","854140","Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light-emitting diodes (LED)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","34266160","false","-1","N/A","0","false","0","true","0","false","0","36936804","36936804","4","true","false",
"C","A","20190101","2019","52","2019","842","USA","USA","X","Export","484","MEX","Mexico","0","W00","World","H5","HS","true","854140","Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light-emitting diodes (LED)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","2712356403","false","-1","N/A","0","false","0","true","0","false","0","398565981","398565981","4","true","false",
"C","A","20190101","2019","52","2019","842","USA","USA","X","Export","643","RUS","Russian Federation","0","W00","World","H5","HS","true","854140","Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light-emitting diodes (LED)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","645900","false","-1","N/A","0","false","0","true","0","false","0","5611301","5611301","4","true","false",
"C","A","20190101","2019","52","2019","842","USA","USA","X","Export","388","JAM","Jamaica","0","W00","World","H5","HS","true","854140","Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light-emitting diodes (LED)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","15152","false","-1","N/A","0","false","0","true","0","false","0","258973","258973","4","true","false",
"C","A","20190101","2019","52","2019","842","USA","USA","X","Export","591","PAN","Panama","0","W00","World","H5","HS","true","854140","Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light-emitting diodes (LED)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","9216","false","-1","N/A","0","false","0","true","0","false","0","545283","545283","4","true","false",
"C","A","20190101","2019","52","2019","842","USA","USA","X","Export","258","PYF","French Polynesia","0","W00","World","H5","HS","true","854140","Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light-emitting diodes (LED)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","39","false","-1","N/A","0","false","0","true","0","false","0","18949","18949","4","true","false",
"C","A","20190101","2019","52","2019","842","USA","USA","X","Export","376","ISR","Israel","0","W00","World","H5","HS","true","854140","Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light-emitting diodes (LED)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","3175015","false","-1","N/A","0","false","0","true","0","false","0","26407816","26407816","4","true","false",
"C","A","20190101","2019","52","2019","842","USA","USA","X","Export","586","PAK","Pakistan","0","W00","World","H5","HS","true","854140","Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light-emitting diodes (LED)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","41455","false","-1","N/A","0","false","0","true","0","false","0","4004099","4004099","4","true","false",
"C","A","20190101","2019","52","2019","842","USA","USA","X","Export","854","BFA","Burkina Faso","0","W00","World","H5","HS","true","854140","Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light-emitting diodes (LED)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","149","false","-1","N/A","0","false","0","true","0","false","0","21868","21868","4","true","false",
"C","A","20190101","2019","52","2019","842","USA","USA","X","Export","705","SVN","Slovenia","0","W00","World","H5","HS","true","854140","Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light-emitting diodes (LED)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","65372","false","-1","N/A","0","false","0","true","0","false","0","376404","376404","4","true","false",
"C","A","20190101","2019","52","2019","842","USA","USA","X","Export","642","ROU","Romania","0","W00","World","H5","HS","true","854140","Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light-emitting diodes (LED)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","895999","false","-1","N/A","0","false","0","true","0","false","0","443619","443619","4","true","false",
"C","A","20190101","2019","52","2019","842","USA","USA","X","Export","600","PRY","Paraguay","0","W00","World","H5","HS","true","854140","Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light-emitting diodes (LED)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","123","false","-1","N/A","0","false","0","true","0","false","0","32576","32576","4","true","false",
"C","A","20190101","2019","52","2019","842","USA","USA","X","Export","398","KAZ","Kazakhstan","0","W00","World","H5","HS","true","854140","Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light-emitting diodes (LED)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","20","false","-1","N/A","0","false","0","true","0","false","0","56931","56931","4","true","false",
"C","A","20190101","2019","52","2019","842","USA","USA","X","Export","196","CYP","Cyprus","0","W00","World","H5","HS","true","854140","Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light-emitting diodes (LED)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","6","false","-1","N/A","0","false","0","true","0","false","0","4770","4770","4","true","false",
