"period","reporterCode","partnerCode","HS6code","qtyUnitCode","qty_M","qty_RM","qty_X","primaryValue_M","primaryValue_RM","primaryValue_X","netWgt_M","netWgt_RM","netWgt_X","balance_primaryValue","balance_qty","balance_netWgt"
2019,"156","604","391000",8,0,0,629052,0,0,3152274,0,0,629052,3152274,629052,629052
2019,"156","682","391000",8,0,0,908471,0,0,2660073,0,0,908471,2660073,908471,908471
2019,"156","32","391000",8,0,0,695003,0,0,2534299,0,0,695003,2534299,695003,695003
2019,"156","616","391000",8,27076,0,903367,780136,0,3086418,27076,0,903367,2306282,876291,876291
2019,"156","340","391000",8,2400,0,503839,11808,0,2298354,2400,0,503839,2286546,501439,501439
2019,"156","152","391000",8,0,0,784013,0,0,2231442,0,0,784013,2231442,784013,784013
2019,"156","36","391000",8,7395,0,633886,44867,0,2265942,7395,0,633886,2221075,626491,626491
2019,"156","724","391000",8,351888,0,1046661,1588359,0,3653133,351888,0,1046661,2064774,694773,694773
2019,"156","710","391000",8,0,0,640056,0,0,1961902,0,0,640056,1961902,640056,640056
2019,"156","703","391000",8,32.099,0,246255,198,0,1707251,32.099,0,246255,1707053,246222.901,246222.901
2019,"156","705","391000",8,968,0,740220,15883,0,1642870,968,0,740220,1626987,739252,739252
2019,"156","376","391000",8,45,0,528475,1529,0,1469744,45,0,528475,1468215,528430,528430
2019,"156","404","391000",8,0,0,222290,0,0,1193438,0,0,222290,1193438,222290,222290
2019,"156","12","391000",8,0,0,408470,0,0,1173632,0,0,408470,1173632,408470,408470
2019,"156","566","391000",8,0,0,289367,0,0,1015281,0,0,289367,1015281,289367,289367
2019,"156","860","391000",8,20,0,320367,686,0,980525,20,0,320367,979839,320347,320347
2019,"156","218","391000",8,0,0,167855,0,0,954566,0,0,167855,954566,167855,167855
2019,"156","554","391000",8,5400,0,287015,42419,0,909544,5400,0,287015,867125,281615,281615
2019,"156","231","391000",8,0,0,277518,0,0,853443,0,0,277518,853443,277518,277518
2019,"156","757","391000",8,1526.43,0,155454,54104,0,873898,1526.43,0,155454,819794,153927.57,153927.57
2019,"156","348","391000",8,306,0,340926,8394,0,822231,306,0,340926,813837,340620,340620
2019,"156","116","391000",8,74100,0,251831,81510,0,831277,74100,0,251831,749767,177731,177731
2019,"156","144","391000",8,0,0,161111,0,0,698499,0,0,161111,698499,161111,161111
2019,"156","428","391000",8,0,0,248708,0,0,686327,0,0,248708,686327,248708,248708
2019,"156","320","391000",8,0,0,146958,0,0,628439,0,0,146958,628439,146958,146958
2019,"156","504","391000",8,0,0,214163,0,0,623889,0,0,214163,623889,214163,214163
2019,"156","262","391000",8,0,0,151842,0,0,589442,0,0,151842,589442,151842,151842
2019,"156","246","391000",8,431.375,0,143745,3648,0,592211,431.375,0,143745,588563,143313.625,143313.625
2019,"156","422","391000",8,0,0,142564,0,0,519692,0,0,142564,519692,142564,142564
2019,"156","620","391000",8,3349,0,155865,49941,0,558608,3349,0,155865,508667,152516,152516
2019,"156","214","391000",8,0,0,146025,0,0,496145,0,0,146025,496145,146025,146025
2019,"156","104","391000",8,0,0,156630,0,0,494949,0,0,156630,494949,156630,156630
2019,"156","642","391000",8,0,0,114822,0,0,444124,0,0,114822,444124,114822,114822
2019,"156","384","391000",8,0,0,147760,0,0,423991,0,0,147760,423991,147760,147760
2019,"156","300","391000",8,2,0,136667,18,0,345114,2,0,136667,345096,136665,136665
2019,"156","512","391000",8,0,0,132915,0,0,343369,0,0,132915,343369,132915,132915
2019,"156","858","391000",8,0,0,58259,0,0,327765,0,0,58259,327765,58259,58259
2019,"156","368","391000",8,0,0,163158,0,0,317388,0,0,163158,317388,163158,163158
2019,"156","400","391000",8,0,0,67189,0,0,316155,0,0,67189,316155,67189,67189
2019,"156","233","391000",8,50,0,122040,1694,0,290621,50,0,122040,288927,121990,121990
2019,"156","40","391000",8,6027,0,61794,113940,0,398479,6027,0,61794,284539,55767,55767
2019,"156","688","391000",8,0,0,54690,0,0,281485,0,0,54690,281485,54690,54690
2019,"156","788","391000",8,0,0,65075,0,0,274179,0,0,65075,274179,65075,65075
2019,"156","31","391000",8,0,0,78302,0,0,261366,0,0,78302,261366,78302,78302
2019,"156","440","391000",8,0,0,66390,0,0,253328,0,0,66390,253328,66390,66390
2019,"156","100","391000",8,0,0,55686,0,0,246123,0,0,55686,246123,55686,55686
2019,"156","398","391000",8,0,0,71282,0,0,238476,0,0,71282,238476,71282,71282
2019,"156","417","391000",8,0,0,88691,0,0,236513,0,0,88691,236513,88691,88691
2019,"156","591","391000",8,0,0,51153,0,0,224832,0,0,51153,224832,51153,51153
2019,"156","634","391000",8,0,0,52867,0,0,212687,0,0,52867,212687,52867,52867
2019,"156","268","391000",8,0,0,75696,0,0,204342,0,0,75696,204342,75696,75696
2019,"156","180","391000",8,0,0,56002,0,0,173580,0,0,56002,173580,56002,56002
2019,"156","222","391000",8,0,0,36883,0,0,144286,0,0,36883,144286,36883,36883
2019,"156","524","391000",8,0,0,48330,0,0,139436,0,0,48330,139436,48330,48330
2019,"156","760","391000",8,0,0,33724,0,0,136176,0,0,33724,136176,33724,33724
2019,"156","558","391000",8,0,0,39570,0,0,115043,0,0,39570,115043,39570,39570
2019,"156","288","391000",8,0,0,22550,0,0,110851,0,0,22550,110851,22550,22550
2019,"156","208","391000",8,281,0,13796,34609,0,134791,281,0,13796,100182,13515,13515
2019,"156","834","391000",8,0,0,41378,0,0,81589,0,0,41378,81589,41378,41378
2019,"156","780","391000",8,0,0,21600,0,0,73020,0,0,21600,73020,21600,21600
2019,"156","112","391000",8,0,0,19861,0,0,70397,0,0,19861,70397,19861,19861
2019,"156","498","391000",8,0,0,19474,0,0,67326,0,0,19474,67326,19474,19474
2019,"156","600","391000",8,0,0,22412,0,0,61881,0,0,22412,61881,22412,22412
2019,"156","191","391000",8,0,0,16498,0,0,61822,0,0,16498,61822,16498,16498
2019,"156","418","391000",8,0,0,28000,0,0,59131,0,0,28000,59131,28000,28000
2019,"156","414","391000",8,0,0,12633,0,0,56167,0,0,12633,56167,12633,12633
2019,"156","862","391000",8,0,0,14334,0,0,54495,0,0,14334,54495,14334,14334
2019,"156","508","391000",8,0,0,10250,0,0,49974,0,0,10250,49974,10250,10250
2019,"156","68","391000",8,0,0,6275,0,0,40788,0,0,6275,40788,6275,6275
2019,"156","372","391000",8,0,0,3425,0,0,36640,0,0,3425,36640,3425,3425
2019,"156","562","391000",8,0,0,20000,0,0,34200,0,0,20000,34200,20000,20000
2019,"156","48","391000",8,0,0,7560,0,0,33012,0,0,7560,33012,7560,7560
2019,"156","496","391000",8,0,0,44000,0,0,31359,0,0,44000,31359,44000,44000
2019,"156","442","391000",8,220,0,10400,12607,0,37102,220,0,10400,24495,10180,10180
2019,"156","51","391000",8,0,0,5798,0,0,20127,0,0,5798,20127,5798,5798
2019,"156","388","391000",8,0,0,7000,0,0,17940,0,0,7000,17940,7000,7000
2019,"156","266","391000",8,0,0,42505,0,0,15055,0,0,42505,15055,42505,42505
2019,"156","480","391000",8,0,0,3984,0,0,15052,0,0,3984,15052,3984,3984
2019,"156","768","391000",8,0,0,3000,0,0,15000,0,0,3000,15000,3000,3000
2019,"156","188","391000",8,0,0,1857,0,0,14552,0,0,1857,14552,1857,1857
2019,"156","579","391000",8,0,0,506,0,0,13977,0,0,506,13977,506,506
2019,"156","408","391000",8,0,0,1775,0,0,11760,0,0,1775,11760,1775,1775
2019,"156","450","391000",8,0,0,4680,0,0,10948,0,0,4680,10948,4680,4680
2019,"156","454","391000",8,0,0,2100,0,0,10500,0,0,2100,10500,2100,2100
2019,"156","96","391000",8,0,0,540,0,0,8348,0,0,540,8348,540,540
2019,"156","434","391000",8,0,0,654,0,0,8222,0,0,654,8222,654,654
2019,"156","462","391000",8,0,0,561,0,0,7165,0,0,561,7165,561,561
2019,"156","242","391000",8,0,0,1800,0,0,6452,0,0,1800,6452,1800,1800
2019,"156","332","391000",8,0,0,590,0,0,5769,0,0,590,5769,590,590
2019,"156","716","391000",8,0,0,1045,0,0,5623,0,0,1045,5623,1045,1045
2019,"156","446","391000",8,0,0,400,0,0,5350,0,0,400,5350,400,400
2019,"156","430","391000",8,0,0,22,0,0,5245,0,0,22,5245,22,22
2019,"156","192","391000",8,0,0,7,0,0,4403,0,0,7,4403,7,7
2019,"156","894","391000",8,0,0,1020,0,0,3665,0,0,1020,3665,1020,1020
2019,"156","729","391000",8,0,0,1005,0,0,3430,0,0,1005,3430,1005,1005
2019,"156","800","391000",8,0,0,570,0,0,3415,0,0,570,3415,570,570
2019,"156","728","391000",8,0,0,982,0,0,2381,0,0,982,2381,982,982
2019,"156","120","391000",8,0,0,488,0,0,1676,0,0,488,1676,488,488
2019,"156","8","391000",8,0,0,361,0,0,1504,0,0,361,1504,361,361
2019,"156","762","391000",8,0,0,915,0,0,710,0,0,915,710,915,915
2019,"156","598","391000",8,0,0,2040,0,0,550,0,0,2040,550,2040,2040
2019,"156","882","391000",8,0,0,200,0,0,490,0,0,200,490,200,200
2019,"156","548","391000",8,0,0,80,0,0,400,0,0,80,400,80,80
2019,"156","887","391000",8,0,0,100,0,0,314,0,0,100,314,100,100
2019,"156","470","391000",8,0,0,15,0,0,220,0,0,15,220,15,15
2019,"156","148","391000",8,0,0,7,0,0,207,0,0,7,207,7,7
2019,"156","196","391000",8,0,0,50,0,0,200,0,0,50,200,50,50
2019,"156","204","391000",8,0,0,25,0,0,172,0,0,25,172,25,25
2019,"156","466","391000",8,0,0,20,0,0,100,0,0,20,100,20,20
2019,"156","174","391000",8,0,0,1,0,0,15,0,0,1,15,1,1
2019,"156","674","391000",8,1015,0,0,5110,0,0,1015,0,0,-5110,-1015,-1015
2019,"156","899","391000",8,226,0,0,16766,0,0,226,0,0,-16766,-226,-226
2019,"156","203","391000",8,19347,0,5663.075,212167,0,23345,19347,0,5663.075,-188822,-13683.925,-13683.925
2019,"156","124","391000",8,199755,0,902213,3271303,0,2668979,199755,0,902213,-602324,702458,702458
2019,"156","826","391000",8,1262242,0,743166,7774178,0,2829949,1262242,0,743166,-4944229,-519076,-519076
2019,"156","490","391000",8,4797215,0,11259461,47710531,0,35552580,4797215,0,11259461,-12157951,6462246,6462246
2019,"156","251","391000",8,4527117,0,3289002,23765797,0,11407765,4527117,0,3289002,-12358032,-1238115,-1238115
2019,"156","752","391000",8,201871,0,37332,16036105,0,140007,201871,0,37332,-15896098,-164539,-164539
2019,"156","156","391000",8,5973327,5973327,0,41537542,41537542,0,5973327,5973327,0,-41537542,-5973327,-5973327
2019,"156","764","391000",8,27932515,0,8154496,83619150,0,36203263,27932515,0,8154496,-47415887,-19778019,-19778019
2019,"156","842","391000",8,21598600,0,20021750,156354734,0,71587044,21598600,0,20021750,-84767690,-1576850,-1576850
2019,"156","0","391000",8,136351264.564,5973327,223637443.075,841065267,41537542,754502809,136351264.564,5973327,223637443.075,-86562458,87286178.511,87286178.511
2019,"156","392","391000",8,17437460,0,9486932,171584030,0,34518511,17437460,0,9486932,-137065519,-7950528,-7950528
2019,"156","276","391000",8,24421100,0,2739459,171791826,0,12674416,24421100,0,2739459,-159117410,-21681641,-21681641
2019,"156","0","854140",5,155239580958,58386270274,209457708264,7166669894,1792607743,23581531150,33661985.549,12741019,4474031399.392,16414861256,54218127306,4440369413.843
2019,"156","344","854140",5,71720788,0,88749879325,16946547,0,2704453336,10852,0,9021475,2687506789,88678158537,9010623
2019,"156","528","854140",5,2592389,0,649323111,359472,0,2272728998,466490.103,0,547237199,2272369526,646730722,546770708.897
2019,"156","704","854140",5,3444603363,0,9687849460,99536615,0,1775825679,2148213,0,332951440,1676289064,6243246097,330803227
2019,"156","699","854140",5,1045893,0,25153309574,653783,0,1661949054,7670.209,0,416223856,1661295271,25152263681,416216185.791
2019,"156","36","854140",5,780884,0,33373193,201290,0,1236824149,16849.319,0,295275631.42,1236622859,32592309,295258782.101
2019,"156","76","854140",5,233565,0,631447720,15547,0,1143058655,1563,0,302316089,1143043108,631214155,302314526
2019,"156","484","854140",5,7906861,0,2016976025,10823286,0,1008021041,11113,0,232431425,997197755,2009069164,232420312
2019,"156","724","854140",5,74566,0,122113229,367476,0,945719139,17520.146,0,242748874,945351663,122038663,242731353.854
2019,"156","804","854140",5,290,0,119992255,1187,0,918705647,4,0,227599543,918704460,119991965,227599539
2019,"156","276","854140",5,6692577811,0,8422942580,124646098,0,771439803,1591399,0,114586411,646793705,1730364769,112995012
2019,"156","410","854140",5,15610392132,0,17638742500,558280929,0,1111290248,1519780,0,84574308,553009319,2028350368,83054528
2019,"156","392","854140",5,8785218990,0,2229807260,1504153495,0,1935603992,3477211,0,407260305,431450497,-6555411730,403783094
2019,"156","586","854140",5,300,0,45716041,35,0,369488196,1,0,112356059,369488161,45715741,112356058
2019,"156","620","854140",5,135030,0,31502684,8291,0,357686178,49,0,86184928.17,357677887,31367654,86184879.17
2019,"156","152","854140",5,3000,0,5962834,60,0,301510613,0.282,0,74198873.261,301510553,5959834,74198872.979
2019,"156","710","854140",5,4,0,49541135,400,0,291278843,100,0,76086352,291278443,49541131,76086252
2019,"156","784","854140",5,0,0,76126632,0,0,242309771,0,0,65934839.087,242309771,76126632,65934839.087
2019,"156","380","854140",5,1223956,0,1127793779,8167282,0,222051729,30785,0,46414990,213884447,1126569823,46384205
2019,"156","842","854140",5,124444619,0,3263495666,95811198,0,290357679,748115.662,0,30101417.382,194546481,3139051047,29353301.72
2019,"156","643","854140",5,2765,0,859793158,1874048,0,188913434,1211.032,0,21002238,187039386,859790393,21001026.968
2019,"156","792","854140",5,27955443,0,1196534435,241077,0,174375619,7484,0,5730093,174134542,1168578992,5722609
2019,"156","400","854140",5,2,0,24391928,640,0,156365644,70,0,40323979.384,156365004,24391926,40323909.384
2019,"156","702","854140",5,26551130,0,2464892137,17225578,0,166953296,241320,0,11387628,149727718,2438341007,11146308
2019,"156","818","854140",5,0,0,205059762,0,0,146402050,0,0,41761632.87,146402050,205059762,41761632.87
2019,"156","398","854140",5,47459,0,2775956,907758,0,146568065,1115829,0,40076828.379,145660307,2728497,38960999.379
2019,"156","376","854140",5,1208711,0,56816915,228986,0,140322546,628.975,0,32834404,140093560,55608204,32833775.025
2019,"156","32","854140",5,0,0,51441200,0,0,136191461,0,0,28087157.432,136191461,51441200,28087157.432
2019,"156","56","854140",5,8842393,0,113167420,226202,0,125355988,679.285,0,28659962,125129786,104325027,28659282.715
2019,"156","682","854140",5,5405,0,55627736,683,0,113960053,21.174,0,29487452,113959370,55622331,29487430.826
2019,"156","616","854140",5,5767358,0,1644461767,644326,0,111513044,2353.751,0,22165642,110868718,1638694409,22163288.249
2019,"156","512","854140",5,150,0,1889159,36,0,107218724,0.169,0,29777519,107218688,1889009,29777518.831
2019,"156","826","854140",5,24918557,0,116955483,5819156,0,84478850,3684.404,0,18005721,78659694,92036926,18002036.596
2019,"156","251","854140",5,4285750,0,43241357,2386573,0,78072192,122582.714,0,13565237.174,75685619,38955607,13442654.46
2019,"156","222","854140",5,63517,0,831904,6454,0,68614895,10.643,0,18201317.49,68608441,768387,18201306.847
2019,"156","705","854140",5,6441,0,25641238,5687,0,66861465,89.434,0,15429632,66855778,25634797,15429542.566
2019,"156","124","854140",5,208246,0,97230364,2696799,0,64488888,1122.027,0,8535805,61792089,97022118,8534682.973
2019,"156","591","854140",5,403,0,922973,306,0,60042075,3,0,16072972.471,60041769,922570,16072969.471
2019,"156","404","854140",5,28000,0,9775059,7309,0,56415634,1,0,15149993,56408325,9747059,15149992
2019,"156","608","854140",5,610757037,0,508367465,79452906,0,131461388,127334,0,26309956,52008482,-102389572,26182622
2019,"156","300","854140",5,41,0,8420343,1025,0,47844604,4.814,0,13531009.004,47843579,8420302,13531004.19
2019,"156","214","854140",5,129,0,2664917,5083,0,45958410,23.439,0,12239119,45953327,2664788,12239095.561
2019,"156","116","854140",5,17505,0,817948319,5544,0,45102951,345,0,8073490,45097407,817930814,8073145
2019,"156","40","854140",5,3129473,0,111378873,3265387,0,45932056,2468.15,0,3543464,42666669,108249400,3540995.85
2019,"156","566","854140",5,0,0,9022906,0,0,41949349,0,0,11625903,41949349,9022906,11625903
2019,"156","348","854140",5,265514,0,887099634,628030,0,41956487,1467.906,0,7150820,41328457,886834120,7149352.094
2019,"156","50","854140",5,4971500,0,1132463582,371301,0,41486192,1097.902,0,9927539.486,41114891,1127492082,9926441.584
2019,"156","112","854140",5,7000,0,356909307,351,0,36947827,6,0,7978961,36947476,356902307,7978955
2019,"156","170","854140",5,12,0,59557874,8686,0,35733358,40.798,0,8868987.771,35724672,59557862,8868946.973
2019,"156","686","854140",5,0,0,892247,0,0,34422901,0,0,9035687,34422901,892247,9035687
2019,"156","504","854140",5,287182,0,3375168,82192,0,33198772,122.993,0,10098062.783,33116580,3087986,10097939.79
2019,"156","208","854140",5,53706,0,913942,63871,0,31427604,290.583,0,8045126.347,31363733,860236,8044835.764
2019,"156","144","854140",5,20514,0,7344058,21425,0,28651314,6841.714,0,7183035,28629889,7323544,7176193.286
2019,"156","364","854140",5,0,0,798673797,0,0,24175031,0,0,4507672,24175031,798673797,4507672
2019,"156","788","854140",5,394749,0,22164389,81784,0,22057246,309.71,0,4687590,21975462,21769640,4687280.29
2019,"156","834","854140",5,0,0,4875068,0,0,21183910,0,0,7207207.328,21183910,4875068,7207207.328
2019,"156","454","854140",5,8878,0,361333,12435,0,18820910,3,0,5245565,18808475,352455,5245562
2019,"156","192","854140",5,0,0,1909842,0,0,18442932,0,0,4130492,18442932,1909842,4130492
2019,"156","104","854140",5,8085,0,53813886,2189,0,17518128,12.668,0,4564832.348,17515939,53805801,4564819.68
2019,"156","752","854140",5,1384738,0,105563834,130302,0,17633171,280.074,0,3067899.044,17502869,104179096,3067618.97
2019,"156","524","854140",5,0,0,911424,0,0,15132030,0,0,2222001.506,15132030,911424,2222001.506
2019,"156","4","854140",5,0,0,574660,0,0,14624762,0,0,5313852.107,14624762,574660,5313852.107
2019,"156","196","854140",5,0,0,186551,0,0,14257590,0,0,3847793.621,14257590,186551,3847793.621
2019,"156","100","854140",5,500609,0,10679356,18167,0,12706718,72.259,0,3906721.704,12688551,10178747,3906649.445
2019,"156","440","854140",5,343547,0,12339944,231538,0,12654474,1971.754,0,1992273.939,12422936,11996397,1990302.185
2019,"156","887","854140",5,100,0,542624,26,0,10218202,0.122,0,2559391,10218176,542524,2559390.878
2019,"156","246","854140",5,2936,0,8551859,72789,0,9313813,142.521,0,1573846,9241024,8548923,1573703.479
2019,"156","288","854140",5,0,0,2365593,0,0,9206965,0,0,2648590,9206965,2365593,2648590
2019,"156","604","854140",5,0,0,37915009,0,0,8939273,0,0,1754367.866,8939273,37915009,1754367.866
2019,"156","800","854140",5,0,0,710810,0,0,8330696,0,0,2264546,8330696,710810,2264546
2019,"156","768","854140",5,0,0,729251,0,0,8329124,0,0,2605301.875,8329124,729251,2605301.875
2019,"156","340","854140",5,0,0,145419,0,0,8166955,0,0,2000551,8166955,145419,2000551
2019,"156","442","854140",5,0,0,11341854,0,0,7998465,0,0,215535,7998465,11341854,215535
2019,"156","554","854140",5,4110,0,7139334,143,0,7567568,12,0,1623953.192,7567425,7135224,1623941.192
2019,"156","450","854140",5,0,0,4065233,0,0,7050386,0,0,2211483,7050386,4065233,2211483
2019,"156","760","854140",5,0,0,855951,0,0,6854898,0,0,1766441,6854898,855951,1766441
2019,"156","516","854140",5,13473,0,125663,9629,0,6487271,23.678,0,1770986.518,6477642,112190,1770962.84
2019,"156","203","854140",5,648100,0,69272926,363731,0,6727753,1214.141,0,264687,6364022,68624826,263472.859
2019,"156","729","854140",5,0,0,320990,0,0,6260435,0,0,1522600,6260435,320990,1522600
2019,"156","332","854140",5,0,0,446449,0,0,6204543,0,0,1575309,6204543,446449,1575309
2019,"156","422","854140",5,0,0,2090909,0,0,5483534,0,0,1521892.759,5483534,2090909,1521892.759
2019,"156","508","854140",5,0,0,2778811,0,0,5480902,0,0,1624575,5480902,2778811,1624575
2019,"156","188","854140",5,84722,0,6672436,3997,0,5438251,14.505,0,1330758,5434254,6587714,1330743.495
2019,"156","52","854140",5,0,0,64443,0,0,5280028,0,0,1270105,5280028,64443,1270105
2019,"156","540","854140",5,0,0,1743998,0,0,5221747,0,0,1206512,5221747,1743998,1206512
2019,"156","320","854140",5,0,0,130135,0,0,5209237,0,0,1324813.779,5209237,130135,1324813.779
2019,"156","716","854140",5,0,0,128394,0,0,5115719,0,0,1446131,5115719,128394,1446131
2019,"156","446","854140",5,0,0,2437132,0,0,4994588,0,0,24286,4994588,2437132,24286
2019,"156","204","854140",5,0,0,19451992,0,0,4855276,0,0,1249423,4855276,19451992,1249423
2019,"156","579","854140",5,8191,0,5858695,43656,0,4853878,209.299,0,1121286.716,4810222,5850504,1121077.417
2019,"156","470","854140",5,2940,0,231737,5619,0,4690275,2,0,1032060.379,4684656,228797,1032058.379
2019,"156","120","854140",5,180030,0,2550734,2065,0,4655166,13.014,0,1203211,4653101,2370704,1203197.986
2019,"156","12","854140",5,0,0,3308285,0,0,4333389,0,0,610059,4333389,3308285,610059
2019,"156","268","854140",5,15001,0,1454970,5644,0,4333010,18.277,0,944328,4327366,1439969,944309.723
2019,"156","388","854140",5,0,0,232017,0,0,4111456,0,0,1001115,4111456,232017,1001115
2019,"156","854","854140",5,0,0,180846,0,0,3771255,0,0,1202539,3771255,180846,1202539
2019,"156","233","854140",5,44907,0,1190009,12230,0,3775884,190.798,0,649743.02,3763654,1145102,649552.222
2019,"156","51","854140",5,100,0,1028803,34,0,3647459,0.16,0,815178.258,3647425,1028703,815178.098
2019,"156","191","854140",5,32370,0,1410176,11437,0,3582242,27.353,0,955077,3570805,1377806,955049.647
2019,"156","324","854140",5,0,0,246817,0,0,3343550,0,0,1006776,3343550,246817,1006776
2019,"156","180","854140",5,0,0,408749,0,0,3001818,0,0,893712,3001818,408749,893712
2019,"156","275","854140",5,0,0,32165,0,0,2873284,0,0,719763,2873284,32165,719763
2019,"156","384","854140",5,0,0,397561,0,0,2809892,0,0,647910,2809892,397561,647910
2019,"156","48","854140",5,0,0,23264,0,0,2795480,0,0,631209.918,2795480,23264,631209.918
2019,"156","642","854140",5,896580,0,6826857,79036,0,2872138,113,0,533043,2793102,5930277,532930
2019,"156","8","854140",5,0,0,70964,0,0,2539864,0,0,618511.364,2539864,70964,618511.364
2019,"156","894","854140",5,0,0,69229,0,0,2539457,0,0,444948,2539457,69229,444948
2019,"156","466","854140",5,18050,0,88232,13050,0,2536029,12.059,0,909426,2522979,70182,909413.941
2019,"156","218","854140",5,0,0,2992110,0,0,2476510,0,0,547719,2476510,2992110,547719
2019,"156","24","854140",5,0,0,228111,0,0,2442033,0,0,684597,2442033,228111,684597
2019,"156","558","854140",5,0,0,38685,0,0,2416856,0,0,653671,2416856,38685,653671
2019,"156","706","854140",5,0,0,154167,0,0,2410626,0,0,633099,2410626,154167,633099
2019,"156","480","854140",5,0,0,40303,0,0,2310082,0,0,576406.19,2310082,40303,576406.19
2019,"156","414","854140",5,20050,0,1788619,10708,0,2272201,52.169,0,448538,2261493,1768569,448485.831
2019,"156","262","854140",5,0,0,293614,0,0,2170202,0,0,308910.214,2170202,293614,308910.214
2019,"156","858","854140",5,0,0,3500211,0,0,2109970,0,0,487936.194,2109970,3500211,487936.194
2019,"156","60","854140",5,0,0,25255,0,0,2009583,0,0,631375,2009583,25255,631375
2019,"156","703","854140",5,159,0,5823465,3648,0,1601294,2.155,0,301806.12,1597646,5823306,301803.965
2019,"156","231","854140",5,0,0,1589846,0,0,1569627,0,0,301455.103,1569627,1589846,301455.103
2019,"156","478","854140",5,0,0,137962,0,0,1539753,0,0,408719,1539753,137962,408719
2019,"156","368","854140",5,0,0,929152,0,0,1509834,0,0,363722,1509834,929152,363722
2019,"156","598","854140",5,0,0,1282500,0,0,1409252,0,0,296292,1409252,1282500,296292
2019,"156","462","854140",5,2000,0,3327534,511,0,1243538,2.4,0,310135,1243027,3325534,310132.6
2019,"156","328","854140",5,0,0,69839,0,0,1229072,0,0,342469,1229072,69839,342469
2019,"156","270","854140",5,0,0,211424,0,0,1030416,0,0,320448,1030416,211424,320448
2019,"156","434","854140",5,0,0,105668,0,0,976777,0,0,133730,976777,105668,133730
2019,"156","174","854140",5,0,0,11640,0,0,944402,0,0,228744,944402,11640,228744
2019,"156","807","854140",5,9000,0,6224285,2072,0,911308,1,0,61782.174,909236,6215285,61781.174
2019,"156","860","854140",5,0,0,1831689,0,0,888880,0,0,89546,888880,1831689,89546
2019,"156","258","854140",5,0,0,10621,0,0,886122,0,0,201382,886122,10621,201382
2019,"156","688","854140",5,1,0,40140532,10,0,885207,0.047,0,36495.613,885197,40140531,36495.566
2019,"156","600","854140",5,0,0,2144049,0,0,834439,0,0,200248.61,834439,2144049,200248.61
2019,"156","242","854140",5,0,0,20515,0,0,717440,0,0,195975.087,717440,20515,195975.087
2019,"156","266","854140",5,0,0,17036,0,0,703803,0,0,199086,703803,17036,199086
2019,"156","728","854140",5,0,0,1813,0,0,628194,0,0,43916,628194,1813,43916
2019,"156","430","854140",5,0,0,114913,0,0,617111,0,0,172205.856,617111,114913,172205.856
2019,"156","212","854140",5,0,0,5898,0,0,564027,0,0,132650,564027,5898,132650
2019,"156","148","854140",5,0,0,25332,0,0,527186,0,0,207287,527186,25332,207287
2019,"156","634","854140",5,1220,0,38359,112,0,519047,4.085,0,112567,518935,37139,112562.915
2019,"156","531","854140",5,0,0,6683,0,0,515837,0,0,112948.332,515837,6683,112948.332
2019,"156","68","854140",5,0,0,559262,0,0,501560,0,0,123657.297,501560,559262,123657.297
2019,"156","646","854140",5,0,0,249244,0,0,484617,0,0,107535,484617,249244,107535
2019,"156","533","854140",5,0,0,3281,0,0,468870,0,0,77800,468870,3281,77800
2019,"156","72","854140",5,0,0,59953,0,0,444875,0,0,144806,444875,59953,144806
2019,"156","694","854140",5,0,0,16996,0,0,409893,0,0,120043,409893,16996,120043
2019,"156","84","854140",5,0,0,5141,0,0,399384,0,0,107511,399384,5141,107511
2019,"156","499","854140",5,284,0,5152,383,0,390158,1.799,0,94092,389775,4868,94090.201
2019,"156","740","854140",5,0,0,18822,0,0,317735,0,0,95088,317735,18822,95088
2019,"156","562","854140",5,0,0,19660,0,0,296473,0,0,103840,296473,19660,103840
2019,"156","417","854140",5,25,0,6921131,9,0,279304,0.042,0,10514,279295,6921106,10513.958
2019,"156","496","854140",5,0,0,5525,0,0,264380,0,0,80857.558,264380,5525,80857.558
2019,"156","140","854140",5,0,0,2281,0,0,259898,0,0,41471,259898,2281,41471
2019,"156","90","854140",5,0,0,45664,0,0,253615,0,0,67602,253615,45664,67602
2019,"156","548","854140",5,0,0,10628,0,0,242450,0,0,54911,242450,10628,54911
2019,"156","428","854140",5,200,0,1260409,74,0,218191,5,0,52750,218117,1260209,52745
2019,"156","44","854140",5,0,0,2103,0,0,217563,0,0,40492,217563,2103,40492
2019,"156","226","854140",5,0,0,2932,0,0,199030,0,0,58317,199030,2932,58317
2019,"156","296","854140",5,0,0,9385,0,0,188826,0,0,26118,188826,9385,26118
2019,"156","690","854140",5,0,0,2425,0,0,182387,0,0,54121.571,182387,2425,54121.571
2019,"156","308","854140",5,0,0,2676,0,0,180282,0,0,48642,180282,2676,48642
2019,"156","108","854140",5,0,0,69901,0,0,168122,0,0,66169,168122,69901,66169
2019,"156","178","854140",5,0,0,16439,0,0,157252,0,0,48889,157252,16439,48889
2019,"156","136","854140",5,0,0,1598,0,0,150374,0,0,29818,150374,1598,29818
2019,"156","862","854140",5,0,0,114056,0,0,144478,0,0,36358,144478,114056,36358
2019,"156","498","854140",5,0,0,18192630,0,0,141569,0,0,30895.897,141569,18192630,30895.897
2019,"156","585","854140",5,0,0,1492,0,0,126114,0,0,29672,126114,1492,29672
