"period","reporterCode","partnerCode","HS6code","qtyUnitCode","qty_M","qty_RM","qty_X","primaryValue_M","primaryValue_RM","primaryValue_X","netWgt_M","netWgt_RM","netWgt_X","balance_primaryValue","balance_qty","balance_netWgt"
2018,"156","414","280469",8,0,0,121000,0,0,274980,0,0,121000,274980,121000,121000
2018,"156","56","280469",8,2068.332,0,8128,12983,0,283044,2068.332,0,8128,270061,6059.668,6059.668
2018,"156","788","280469",8,0,0,98000,0,0,218600,0,0,98000,218600,98000,98000
2018,"156","499","280469",8,0,0,121000,0,0,218050,0,0,121000,218050,121000,121000
2018,"156","104","280469",8,0,0,126000,0,0,202090,0,0,126000,202090,126000,126000
2018,"156","710","280469",8,160000,0,223000,258373,0,444926,160000,0,223000,186553,63000,63000
2018,"156","24","280469",8,0,0,97000,0,0,181240,0,0,97000,181240,97000,97000
2018,"156","192","280469",8,0,0,72000,0,0,158400,0,0,72000,158400,72000,72000
2018,"156","400","280469",8,0,0,75000,0,0,144625,0,0,75000,144625,75000,75000
2018,"156","120","280469",8,0,0,75000,0,0,131875,0,0,75000,131875,75000,75000
2018,"156","752","280469",8,10,0,35000,729,0,87500,10,0,35000,86771,34990,34990
2018,"156","604","280469",8,0,0,36000,0,0,84500,0,0,36000,84500,36000,36000
2018,"156","251","280469",8,0,0,10000,0,0,74285,0,0,10000,74285,10000,10000
2018,"156","218","280469",8,0,0,26000,0,0,61418,0,0,26000,61418,26000,26000
2018,"156","214","280469",8,0,0,16250,0,0,53250,0,0,16250,53250,16250,16250
2018,"156","440","280469",8,0,0,25000,0,0,45500,0,0,25000,45500,25000,25000
2018,"156","152","280469",8,0,0,25000,0,0,45250,0,0,25000,45250,25000,25000
2018,"156","688","280469",8,0,0,50000,0,0,44549,0,0,50000,44549,50000,50000
2018,"156","51","280469",8,0,0,24000,0,0,44400,0,0,24000,44400,24000,24000
2018,"156","268","280469",8,0,0,24000,0,0,44400,0,0,24000,44400,24000,24000
2018,"156","368","280469",8,0,0,23000,0,0,42550,0,0,23000,42550,23000,23000
2018,"156","320","280469",8,0,0,48000,0,0,39120,0,0,48000,39120,48000,48000
2018,"156","144","280469",8,0,0,21000,0,0,35600,0,0,21000,35600,21000,21000
2018,"156","398","280469",8,2e+05,0,187520,399860,0,430660,2e+05,0,187520,30800,-12480,-12480
2018,"156","834","280469",8,0,0,7000,0,0,22300,0,0,7000,22300,7000,7000
2018,"156","376","280469",8,0,0,6013,0,0,19333,0,0,6013,19333,6013,6013
2018,"156","12","280469",8,0,0,10000,0,0,18000,0,0,10000,18000,10000,10000
2018,"156","702","280469",8,0,0,1019,0,0,6880,0,0,1019,6880,1019,1019
2018,"156","894","280469",8,0,0,7164,0,0,6148,0,0,7164,6148,7164,7164
2018,"156","434","280469",8,0,0,2844,0,0,6122,0,0,2844,6122,2844,2844
2018,"156","616","280469",8,0,0,2000,0,0,4236,0,0,2000,4236,2000,2000
2018,"156","231","280469",8,0,0,25000,0,0,1472,0,0,25000,1472,25000,25000
2018,"156","760","280469",8,0,0,1050,0,0,1071,0,0,1050,1071,1050,1050
2018,"156","899","280469",8,3,0,0,16,0,0,3,0,0,-16,-3,-3
2018,"156","251","280469",-1,0,0,0,3582,0,0,0,0,0,-3582,0,0
2018,"156","124","280469",8,3628,0,50000,138272,0,98500,3628,0,50000,-39772,46372,46372
2018,"156","156","280469",8,84297.358,84297.358,0,150842,150842,0,84297.358,84297.358,0,-150842,-84297.358,-84297.358
2018,"156","408","280469",8,1163026,0,0,1477160,0,0,1163026,0,0,-1477160,-1163026,-1163026
2018,"156","0","280469",-1,0,0,0,3927555,0,0,0,0,0,-3927555,0,0
2018,"156","0","391000",8,120097824.733,4836635,263770658.411,827069679,33146662,1101412777,120097824.733,4836635,263770658.411,274343098,143672833.678,143672833.678
2018,"156","410","391000",8,7170148,0,48328050,66630091,0,166846943,7170148,0,48328050,100216852,41157902,41157902
2018,"156","699","391000",8,400269,0,22648290,2349987,0,85765827,400269,0,22648290,83415840,22248021,22248021
2018,"156","528","391000",8,205842,0,12691602,1811054,0,58791836,205842,0,12691602,56980782,12485760,12485760
2018,"156","792","391000",8,1175,0,9736294,5992,0,38061613,1175,0,9736294,38055621,9735119,9735119
2018,"156","643","391000",8,1100,0,8294281,142033,0,34315835,1100,0,8294281,34173802,8293181,8293181
2018,"156","344","391000",8,20291,0,5665922,148316,0,28382727,20291,0,5665922,28234411,5645631,5645631
2018,"156","364","391000",8,0,0,6307305,0,0,26902913,0,0,6307305,26902913,6307305,6307305
2018,"156","380","391000",8,472348,0,5413426,4348429,0,29042746,472348,0,5413426,24694317,4941078,4941078
2018,"156","458","391000",8,867758,0,7023255,5416578,0,29942610,867758,0,7023255,24526032,6155497,6155497
2018,"156","704","391000",8,7180433,0,10266442,17942016,0,41469027,7180433,0,10266442,23527011,3086009,3086009
2018,"156","784","391000",8,15,0,4775720,349,0,19481597,15,0,4775720,19481248,4775705,4775705
2018,"156","360","391000",8,2900445,0,6759550,4524272,0,22455871,2900445,0,6759550,17931599,3859105,3859105
2018,"156","76","391000",8,39685,0,4263600,299743,0,17547886,39685,0,4263600,17248143,4223915,4223915
2018,"156","842","391000",8,22522709,0,38813609,159831901,0,174403059,22522709,0,38813609,14571158,16290900,16290900
2018,"156","586","391000",8,0,0,4098559,0,0,14359231,0,0,4098559,14359231,4098559,4098559
2018,"156","56","391000",8,1057314,0,3994445,6872643,0,20441162,1057314,0,3994445,13568519,2937131,2937131
2018,"156","608","391000",8,3131.342,0,2231349,18750,0,10440876,3131.342,0,2231349,10422126,2228217.658,2228217.658
2018,"156","724","391000",8,372695,0,2352452,2586149,0,11247106,372695,0,2352452,8660957,1979757,1979757
2018,"156","616","391000",8,54832,0,2018232,2291942,0,9627986,54832,0,2018232,7336044,1963400,1963400
2018,"156","484","391000",8,419,0,1384769,7441,0,6741179,419,0,1384769,6733738,1384350,1384350
2018,"156","804","391000",8,0,0,1420842,0,0,6651725,0,0,1420842,6651725,1420842,1420842
2018,"156","50","391000",8,4000,0,2066003,11325,0,6443152,4000,0,2066003,6431827,2062003,2062003
2018,"156","36","391000",8,2611.099,0,1300264,35450,0,6253878,2611.099,0,1300264,6218428,1297652.901,1297652.901
2018,"156","490","391000",8,5405412,0,11396591,44010664,0,49424566,5405412,0,11396591,5413902,5991179,5991179
2018,"156","702","391000",8,55280,0,1165501,413708,0,5010335,55280,0,1165501,4596627,1110221,1110221
2018,"156","818","391000",8,7885,0,995540,38648,0,4339351,7885,0,995540,4300703,987655,987655
2018,"156","376","391000",8,2697,0,909371,61456,0,4334972,2697,0,909371,4273516,906674,906674
2018,"156","170","391000",8,0,0,741636,0,0,3320961,0,0,741636,3320961,741636,741636
2018,"156","384","391000",8,0,0,567920,0,0,2786629,0,0,567920,2786629,567920,567920
2018,"156","32","391000",8,0,0,453488,0,0,2193610,0,0,453488,2193610,453488,453488
2018,"156","710","391000",8,0,0,571749,0,0,2176405,0,0,571749,2176405,571749,571749
2018,"156","705","391000",8,2290,0,503966,27304,0,2187244,2290,0,503966,2159940,501676,501676
2018,"156","604","391000",8,0,0,358005,0,0,2152338,0,0,358005,2152338,358005,358005
2018,"156","682","391000",8,0,0,531260,0,0,1833900,0,0,531260,1833900,531260,531260
2018,"156","152","391000",8,0,0,345022,0,0,1737019,0,0,345022,1737019,345022,345022
2018,"156","340","391000",8,0,0,326084,0,0,1731859,0,0,326084,1731859,326084,326084
2018,"156","12","391000",8,0,0,473183,0,0,1578595,0,0,473183,1578595,473183,473183
2018,"156","404","391000",8,0,0,188590,0,0,1172929,0,0,188590,1172929,188590,188590
2018,"156","860","391000",8,0,0,327043,0,0,1163523,0,0,327043,1163523,327043,327043
2018,"156","554","391000",8,0,0,221826,0,0,1161822,0,0,221826,1161822,221826,221826
2018,"156","348","391000",8,14,0,246703,651,0,1046404,14,0,246703,1045753,246689,246689
2018,"156","218","391000",8,0,0,132108,0,0,1027766,0,0,132108,1027766,132108,132108
2018,"156","180","391000",8,0,0,180766,0,0,984063,0,0,180766,984063,180766,180766
2018,"156","428","391000",8,0,0,188588,0,0,937087,0,0,188588,937087,188588,188588
2018,"156","703","391000",8,0,0,119755,0,0,914021,0,0,119755,914021,119755,119755
2018,"156","144","391000",8,0,0,158167,0,0,899057,0,0,158167,899057,158167,158167
2018,"156","620","391000",8,5162,0,165598,70245,0,920375,5162,0,165598,850130,160436,160436
2018,"156","246","391000",8,506.292,0,152471,1913,0,759737,506.292,0,152471,757824,151964.708,151964.708
2018,"156","300","391000",8,1,0,172848,52,0,740589,1,0,172848,740537,172847,172847
2018,"156","757","391000",8,6817,0,197669,89954,0,775923,6817,0,197669,685969,190852,190852
2018,"156","512","391000",8,0,0,132650,0,0,654847,0,0,132650,654847,132650,132650
2018,"156","417","391000",8,0,0,166320,0,0,613687,0,0,166320,613687,166320,166320
2018,"156","116","391000",8,0,0,153773,0,0,571626,0,0,153773,571626,153773,153773
2018,"156","268","391000",8,0,0,127802,0,0,565150,0,0,127802,565150,127802,127802
2018,"156","642","391000",8,0,0,117681,0,0,537214,0,0,117681,537214,117681,117681
2018,"156","100","391000",8,0,0,77800,0,0,503559,0,0,77800,503559,77800,77800
2018,"156","40","391000",8,5836,0,78492,110116,0,543900,5836,0,78492,433784,72656,72656
2018,"156","566","391000",8,0,0,89289,0,0,416270,0,0,89289,416270,89289,89289
2018,"156","124","391000",8,175335,0,513056,2541766,0,2943228,175335,0,513056,401462,337721,337721
2018,"156","858","391000",8,0,0,60880,0,0,387685,0,0,60880,387685,60880,60880
2018,"156","320","391000",8,0,0,70967,0,0,339315,0,0,70967,339315,70967,70967
2018,"156","104","391000",8,0,0,82057,0,0,311225,0,0,82057,311225,82057,82057
2018,"156","634","391000",8,0,0,60319,0,0,245496,0,0,60319,245496,60319,60319
2018,"156","440","391000",8,0,0,48262,0,0,233626,0,0,48262,233626,48262,48262
2018,"156","504","391000",8,0,0,73090,0,0,220373,0,0,73090,220373,73090,73090
2018,"156","400","391000",8,0,0,31575,0,0,219000,0,0,31575,219000,31575,31575
2018,"156","422","391000",8,0,0,61096,0,0,208337,0,0,61096,208337,61096,61096
2018,"156","600","391000",8,0,0,59001,0,0,203980,0,0,59001,203980,59001,59001
2018,"156","768","391000",8,0,0,34600,0,0,177619,0,0,34600,177619,34600,34600
2018,"156","214","391000",8,0,0,32470,0,0,163144,0,0,32470,163144,32470,32470
2018,"156","262","391000",8,0,0,49887,0,0,157716,0,0,49887,157716,49887,49887
2018,"156","686","391000",8,0,0,29000,0,0,157146,0,0,29000,157146,29000,29000
2018,"156","31","391000",8,0,0,23100,0,0,141038,0,0,23100,141038,23100,23100
2018,"156","462","391000",8,0,0,10899,0,0,125332,0,0,10899,125332,10899,10899
2018,"156","191","391000",8,0,0,25108,0,0,122089,0,0,25108,122089,25108,25108
2018,"156","591","391000",8,0,0,23615,0,0,118205,0,0,23615,118205,23615,23615
2018,"156","788","391000",8,0,0,24014,0,0,117968,0,0,24014,117968,24014,24014
2018,"156","372","391000",8,0,0,19099,0,0,115476,0,0,19099,115476,19099,19099
2018,"156","233","391000",8,0,0,44264,0,0,112115,0,0,44264,112115,44264,44264
2018,"156","760","391000",8,0,0,22434,0,0,111196,0,0,22434,111196,22434,22434
2018,"156","398","391000",8,0,0,28041,0,0,104970,0,0,28041,104970,28041,28041
2018,"156","862","391000",8,0,0,9982,0,0,92826,0,0,9982,92826,9982,9982
2018,"156","688","391000",8,0,0,18020,0,0,84688,0,0,18020,84688,18020,18020
2018,"156","222","391000",8,0,0,19896,0,0,78838,0,0,19896,78838,19896,19896
2018,"156","178","391000",8,0,0,16000,0,0,73045,0,0,16000,73045,16000,16000
2018,"156","208","391000",8,1450,0,17986,15567,0,83130,1450,0,17986,67563,16536,16536
2018,"156","524","391000",8,0,0,10551,0,0,61687,0,0,10551,61687,10551,10551
2018,"156","188","391000",8,0,0,9776,0,0,57496,0,0,9776,57496,9776,9776
2018,"156","231","391000",8,0,0,23505,0,0,55719,0,0,23505,55719,23505,23505
2018,"156","480","391000",8,0,0,16130,0,0,48922,0,0,16130,48922,16130,16130
2018,"156","148","391000",8,0,0,5253,0,0,34270,0,0,5253,34270,5253,5253
2018,"156","288","391000",8,0,0,7884,0,0,29848,0,0,7884,29848,7884,7884
2018,"156","8","391000",8,0,0,670,0,0,28563,0,0,670,28563,670,670
2018,"156","112","391000",8,0,0,7610,0,0,23321,0,0,7610,23321,7610,7610
2018,"156","51","391000",8,0,0,4133,0,0,22770,0,0,4133,22770,4133,4133
2018,"156","894","391000",8,0,0,12406,0,0,22223,0,0,12406,22223,12406,12406
2018,"156","4","391000",8,0,0,11572,0,0,21361,0,0,11572,21361,11572,11572
2018,"156","414","391000",8,0,0,3400,0,0,20260,0,0,3400,20260,3400,3400
2018,"156","408","391000",8,0,0,4900,0,0,19834,0,0,4900,19834,4900,4900
2018,"156","834","391000",8,0,0,23040,0,0,19705,0,0,23040,19705,23040,23040
2018,"156","192","391000",8,0,0,2471,0,0,16866,0,0,2471,16866,2471,2471
2018,"156","388","391000",8,0,0,3400,0,0,13532,0,0,3400,13532,3400,3400
2018,"156","446","391000",8,0,0,1000,0,0,13500,0,0,1000,13500,1000,1000
2018,"156","729","391000",8,0,0,591,0,0,12207,0,0,591,12207,591,591
2018,"156","800","391000",8,0,0,808,0,0,11816,0,0,808,11816,808,808
2018,"156","368","391000",8,0,0,6295.239,0,0,11779,0,0,6295.239,11779,6295.239,6295.239
2018,"156","762","391000",8,0,0,4743,0,0,9290,0,0,4743,9290,4743,4743
2018,"156","562","391000",8,0,0,1000,0,0,7970,0,0,1000,7970,1000,1000
2018,"156","716","391000",8,0,0,1082,0,0,7479,0,0,1082,7479,1082,1082
2018,"156","450","391000",8,0,0,3000,0,0,6904,0,0,3000,6904,3000,3000
2018,"156","579","391000",8,0,0,125,0,0,5940,0,0,125,5940,125,125
2018,"156","508","391000",8,0,0,3322,0,0,5705,0,0,3322,5705,3322,3322
2018,"156","496","391000",8,0,0,510,0,0,3772,0,0,510,3772,510,510
2018,"156","204","391000",8,0,0,2000,0,0,2520,0,0,2000,2520,2000,2000
2018,"156","324","391000",8,0,0,235,0,0,1605,0,0,235,1605,235,235
2018,"156","418","391000",8,0,0,1645,0,0,1537,0,0,1645,1537,1645,1645
2018,"156","68","391000",8,0,0,244,0,0,1471,0,0,244,1471,244,244
2018,"156","196","391000",8,0,0,170,0,0,1453,0,0,170,1453,170,170
2018,"156","48","391000",8,0,0,198,0,0,1439,0,0,198,1439,198,198
2018,"156","24","391000",8,0,0,88.172,0,0,641,0,0,88.172,641,88.172,88.172
2018,"156","498","391000",8,0,0,50,0,0,548,0,0,50,548,50,50
2018,"156","548","391000",8,0,0,400,0,0,480,0,0,400,480,400,400
2018,"156","533","391000",8,0,0,26,0,0,329,0,0,26,329,26,26
2018,"156","454","391000",8,0,0,200,0,0,230,0,0,200,230,200,200
2018,"156","598","391000",8,0,0,2,0,0,221,0,0,2,221,2,2
2018,"156","328","391000",8,0,0,10,0,0,190,0,0,10,190,10,10
2018,"156","96","391000",8,0,0,50,0,0,145,0,0,50,145,50,50
2018,"156","690","391000",8,0,0,10,0,0,100,0,0,10,100,10,10
2018,"156","516","391000",8,0,0,4,0,0,22,0,0,4,22,4,4
2018,"156","352","391000",8,0,0,10,0,0,17,0,0,10,17,10,10
2018,"156","232","391000",8,0,0,2,0,0,9,0,0,2,9,2,2
2018,"156","674","391000",8,145,0,0,1243,0,0,145,0,0,-1243,-145,-145
2018,"156","899","391000",8,100,0,0,2223,0,0,100,0,0,-2223,-100,-100
2018,"156","442","391000",8,340,0,0,22899,0,0,340,0,0,-22899,-340,-340
2018,"156","203","391000",8,25452,0,13863,268323,0,93745,25452,0,13863,-174578,-11589,-11589
2018,"156","826","391000",8,1346280,0,1046705,7436037,0,5632670,1346280,0,1046705,-1803367,-299575,-299575
2018,"156","752","391000",8,140751,0,9445,10001871,0,82656,140751,0,9445,-9919215,-131306,-131306
2018,"156","251","391000",8,5857155,0,1780187,32213766,0,9653814,5857155,0,1780187,-22559952,-4076968,-4076968
2018,"156","764","391000",8,16028825,0,8135217,62549966,0,39627645,16028825,0,8135217,-22922321,-7893608,-7893608
2018,"156","156","391000",8,4836635,4836635,0,33146662,33146662,0,4836635,4836635,0,-33146662,-4836635,-4836635
2018,"156","392","391000",8,20206410,0,11784197,180729906,0,44107487,20206410,0,11784197,-136622419,-8422213,-8422213
2018,"156","276","391000",8,22709826,0,4728289,178040278,0,26826140,22709826,0,4728289,-151214138,-17981537,-17981537
2018,"156","0","854140",5,182175679483,64464912949,237840243204,9147763331,2002332559,18167813359,43740809.777,11523877.124,2854276935.193,9020050028,55664563721,2810536125.416
2018,"156","344","854140",5,125633928,0,101385054207,30761479,0,2571973430,5419,0,9762193,2541211951,101259420279,9756774
2018,"156","699","854140",5,2489254,0,20036064420,543803,0,2352656875,37769.009,0,467375625,2352113072,20033575166,467337855.991
2018,"156","36","854140",5,35955,0,30494648,263493,0,1289481214,56899.087,0,281223618.756,1289217721,30458693,281166719.669
2018,"156","484","854140",5,8567847,0,947321742,18430249,0,1259513341,12235,0,281058281,1241083092,938753895,281046046
2018,"156","76","854140",5,73567,0,482525274,16415,0,588401541,443.09,0,125151618,588385126,482451707,125151174.91
2018,"156","804","854140",5,260,0,121377408,301,0,519149089,1.459,0,112774357,519148788,121377148,112774355.541
2018,"156","818","854140",5,4025,0,634249874,5585,0,460679302,606,0,110491207.234,460673717,634245849,110490601.234
2018,"156","528","854140",5,730669,0,930291801,339369,0,456713385,696.643,0,88901292,456374016,929561132,88900595.357
2018,"156","704","854140",5,592825121,0,5877053307,169567188,0,608530789,3795524,0,96419324,438963601,5284228186,92623800
2018,"156","784","854140",5,175,0,36728578,3627,0,401102159,50,0,93527126.296,401098532,36728403,93527076.296
2018,"156","586","854140",5,2,0,55122178,2025,0,323660293,55,0,81352446,323658268,55122176,81352391
2018,"156","724","854140",5,111864,0,59734756,253789,0,293800988,4629.253,0,65722859,293547199,59622892,65718229.747
2018,"156","276","854140",5,7999918650,0,8179701660,134781746,0,375426195,4240281,0,22887270,240644449,179783010,18646989
2018,"156","152","854140",5,132500,0,7763740,5014,0,189454335,34.024,0,43247643.1,189449321,7631240,43247609.076
2018,"156","376","854140",5,1934740,0,55512581,204276,0,184325322,475.528,0,40871135,184121046,53577841,40870659.472
2018,"156","32","854140",5,0,0,47658156,0,0,172248154,0,0,34504728.613,172248154,47658156,34504728.613
2018,"156","643","854140",5,4337,0,681651124,2844364,0,152564211,452.765,0,15713451,149719847,681646787,15712998.235
2018,"156","380","854140",5,3246143,0,1724725467,8882930,0,133688700,107471,0,13441613,124805770,1721479324,13334142
2018,"156","400","854140",5,0,0,23642584,0,0,120789233,0,0,26231984.209,120789233,23642584,26231984.209
2018,"156","504","854140",5,189460,0,53501561,13403,0,104213044,38.451,0,20054661,104199641,53312101,20054622.549
2018,"156","364","854140",5,0,0,538647692,0,0,101059650,0,0,18887110,101059650,538647692,18887110
2018,"156","710","854140",5,83857,0,40885037,136064,0,101040779,29769.421,0,23875062.142,100904715,40801180,23845292.721
2018,"156","702","854140",5,68048995,0,3447825119,60693465,0,147156716,478589,0,8757266,86463251,3379776124,8278677
2018,"156","792","854140",5,5975168,0,1267927223,497205,0,81908839,27058.201,0,4302524,81411634,1261952055,4275465.799
2018,"156","56","854140",5,10585,0,15356101,178266,0,67121018,548.921,0,12623515,66942752,15345516,12622966.079
2018,"156","170","854140",5,110,0,58117733,353,0,64783367,1.688,0,14414048.384,64783014,58117623,14414046.696
2018,"156","398","854140",5,0,0,6302472,0,0,59293718,0,0,15097934.029,59293718,6302472,15097934.029
2018,"156","222","854140",5,88000,0,641316,41759,0,56545799,18,0,13636402,56504040,553316,13636384
2018,"156","620","854140",5,234,0,25173465,119,0,53922708,0.569,0,11710178.157,53922589,25173231,11710177.588
2018,"156","124","854140",5,375000,0,82087739,2614136,0,50273956,4496,0,5847346.212,47659820,81712739,5842850.212
2018,"156","50","854140",5,1318505,0,2449493631,242897,0,45276308,1491.671,0,8180162.628,45033411,2448175126,8178670.957
2018,"156","348","854140",5,344725,0,1043608613,693914,0,41787550,1425.808,0,1090622,41093636,1043263888,1089196.192
2018,"156","512","854140",5,1380,0,641977,2806,0,40127583,1,0,9321496.027,40124777,640597,9321495.027
2018,"156","616","854140",5,3468238,0,1169878182,462064,0,40021548,782.459,0,2675858,39559484,1166409944,2675075.541
2018,"156","144","854140",5,0,0,1989903,0,0,39035157,0,0,8442424.839,39035157,1989903,8442424.839
2018,"156","686","854140",5,0,0,983108,0,0,34107482,0,0,8211160,34107482,983108,8211160
2018,"156","404","854140",5,0,0,8516754,0,0,33749235,0,0,7495065,33749235,8516754,7495065
2018,"156","516","854140",5,20567,0,370694,18468,0,32847117,53.901,0,7673837,32828649,350127,7673783.099
2018,"156","251","854140",5,1927210,0,39514358,1500136,0,34230140,163987,0,3723309.042,32730004,37587148,3559322.042
2018,"156","566","854140",5,0,0,85381268,0,0,32354660,0,0,7560209,32354660,85381268,7560209
2018,"156","214","854140",5,285,0,52180606,9188,0,31718683,37.995,0,7061502,31709495,52180321,7061464.005
2018,"156","591","854140",5,0,0,2297082,0,0,27513773,0,0,6463389.042,27513773,2297082,6463389.042
2018,"156","826","854140",5,41390468,0,82110651,7483570,0,34725769,4483,0,4738730,27242199,40720183,4734247
2018,"156","682","854140",5,135,0,113095632,114,0,24279341,0.545,0,5035180.747,24279227,113095497,5035180.202
2018,"156","340","854140",5,0,0,236507,0,0,23592296,0,0,4867180,23592296,236507,4867180
2018,"156","4","854140",5,212000,0,365681,3074,0,22596188,9,0,6811318,22593114,153681,6811309
2018,"156","480","854140",5,0,0,3232799,0,0,21865665,0,0,4616057,21865665,3232799,4616057
2018,"156","834","854140",5,0,0,4133885,0,0,19657899,0,0,4171891.771,19657899,4133885,4171891.771
2018,"156","508","854140",5,0,0,863182,0,0,18223394,0,0,4013310,18223394,863182,4013310
2018,"156","842","854140",5,194226799,0,3777467450,176704042,0,193387459,422234,0,6527516,16683417,3583240651,6105282
2018,"156","40","854140",5,3499352,0,77093264,2514619,0,19137694,2434,0,619249,16623075,73593912,616815
2018,"156","388","854140",5,0,0,187204,0,0,16479342,0,0,3551634,16479342,187204,3551634
2018,"156","450","854140",5,0,0,766885,0,0,15958716,0,0,3806705,15958716,766885,3806705
2018,"156","705","854140",5,995,0,8405032,1050,0,15593745,5.021,0,2697122.426,15592695,8404037,2697117.405
2018,"156","894","854140",5,0,0,219663,0,0,15558713,0,0,3070727.965,15558713,219663,3070727.965
2018,"156","540","854140",5,0,0,148494,0,0,14561589,0,0,2707700,14561589,148494,2707700
2018,"156","887","854140",5,0,0,509827,0,0,14542639,0,0,3273950,14542639,509827,3273950
2018,"156","288","854140",5,0,0,808982,0,0,14421310,0,0,3586676,14421310,808982,3586676
2018,"156","104","854140",5,0,0,57699542,0,0,13424574,0,0,3301655.026,13424574,57699542,3301655.026
2018,"156","752","854140",5,1961383,0,82818144,405855,0,13350388,6090.221,0,1687175,12944533,80856761,1681084.779
2018,"156","604","854140",5,0,0,110345252,0,0,10271788,0,0,1938978,10271788,110345252,1938978
2018,"156","496","854140",5,0,0,114531,0,0,9191941,0,0,2123792.87,9191941,114531,2123792.87
2018,"156","320","854140",5,0,0,262295,0,0,9157131,0,0,1696169,9157131,262295,1696169
2018,"156","554","854140",5,4282,0,9852643,19518,0,9161813,448.717,0,1622752,9142295,9848361,1622303.283
2018,"156","800","854140",5,0,0,715144,0,0,9123923,0,0,2299219,9123923,715144,2299219
2018,"156","192","854140",5,0,0,917933,0,0,8111159,0,0,1125054.08,8111159,917933,1125054.08
2018,"156","8","854140",5,0,0,690054,0,0,7966281,0,0,1634028.454,7966281,690054,1634028.454
2018,"156","729","854140",5,0,0,75318328,0,0,7788203,0,0,1778972,7788203,75318328,1778972
2018,"156","300","854140",5,0,0,162242192,0,0,7694493,0,0,1378094,7694493,162242192,1378094
2018,"156","422","854140",5,0,0,472578,0,0,7436455,0,0,1664179.471,7436455,472578,1664179.471
2018,"156","188","854140",5,122450,0,8151843,6481,0,6213449,19.971,0,1336380,6206968,8029393,1336360.029
2018,"156","12","854140",5,0,0,2302393,0,0,6072711,0,0,922390.04,6072711,2302393,922390.04
2018,"156","788","854140",5,30669,0,14882160,24299,0,5625003,33.801,0,824504,5600704,14851491,824470.199
2018,"156","116","854140",5,0,0,177601514,0,0,5552251,0,0,1028408,5552251,177601514,1028408
2018,"156","446","854140",5,7200,0,3519707,15268,0,5425267,2,0,286726.57,5409999,3512507,286724.57
2018,"156","608","854140",5,828625492,0,654145489,98782456,0,104161120,188905,0,17587546,5378664,-174480003,17398641
2018,"156","768","854140",5,0,0,329173,0,0,5252971,0,0,1362720,5252971,329173,1362720
2018,"156","233","854140",5,9386,0,1224738,26230,0,5017597,410.382,0,910735,4991367,1215352,910324.618
2018,"156","442","854140",5,0,0,4890615,0,0,4975493,0,0,58788.351,4975493,4890615,58788.351
2018,"156","112","854140",5,0,0,223190975,0,0,4970117,0,0,678049,4970117,223190975,678049
2018,"156","440","854140",5,475149,0,25088182,303960,0,5227368,880.823,0,117951.255,4923408,24613033,117070.432
2018,"156","204","854140",5,0,0,40483804,0,0,4898048,0,0,1000015.97,4898048,40483804,1000015.97
2018,"156","180","854140",5,0,0,345843,0,0,4414648,0,0,1056024,4414648,345843,1056024
2018,"156","120","854140",5,7000,0,707005,269,0,4033152,1,0,848396.855,4032883,700005,848395.855
2018,"156","716","854140",5,0,0,2406355,0,0,3929811,0,0,896051,3929811,2406355,896051
2018,"156","332","854140",5,0,0,289633,0,0,3829193,0,0,807807,3829193,289633,807807
2018,"156","466","854140",5,4500,0,277716,927,0,3590739,4.433,0,952461.411,3589812,273216,952456.978
2018,"156","760","854140",5,0,0,768269,0,0,3583422,0,0,818168,3583422,768269,818168
2018,"156","324","854140",5,41,0,160782,13,0,3387361,0.062,0,1014622,3387348,160741,1014621.938
2018,"156","854","854140",5,0,0,141727,0,0,3296184,0,0,934174,3296184,141727,934174
2018,"156","858","854140",5,0,0,6245164,0,0,3250119,0,0,538971,3250119,6245164,538971
2018,"156","454","854140",5,0,0,636892,0,0,3146645,0,0,691593,3146645,636892,691593
2018,"156","268","854140",5,2771,0,38366,167,0,3098665,1.268,0,676745,3098498,35595,676743.732
2018,"156","203","854140",5,4295978,0,46579380,864448,0,3837908,2632.663,0,118839,2973460,42283402,116206.337
2018,"156","533","854140",5,0,0,193821,0,0,2944483,0,0,560234,2944483,193821,560234
2018,"156","246","854140",5,4452,0,7388234,204264,0,3119184,411.004,0,79804,2914920,7383782,79392.996
2018,"156","462","854140",5,0,0,1341534,0,0,2797542,0,0,535174,2797542,1341534,535174
2018,"156","384","854140",5,0,0,93375,0,0,2783475,0,0,634733.563,2783475,93375,634733.563
2018,"156","52","854140",5,0,0,27075,0,0,2776537,0,0,575063,2776537,27075,575063
2018,"156","208","854140",5,224397,0,1519437,169473,0,2773800,267.25,0,292831,2604327,1295040,292563.75
2018,"156","191","854140",5,3000,0,1787339,367,0,2562048,1,0,571867.07,2561681,1784339,571866.07
2018,"156","558","854140",5,0,0,35508,0,0,2555437,0,0,537182,2555437,35508,537182
2018,"156","579","854140",5,42579,0,1883784,4793,0,2524634,8.602,0,514011.195,2519841,1841205,514002.593
2018,"156","262","854140",5,0,0,207279,0,0,2354230,0,0,594242,2354230,207279,594242
2018,"156","414","854140",5,2300,0,69286,609,0,2148993,8,0,270069,2148384,66986,270061
2018,"156","24","854140",5,0,0,1500109,0,0,1996948,0,0,265705.409,1996948,1500109,265705.409
2018,"156","694","854140",5,0,0,32044,0,0,1992500,0,0,486680,1992500,32044,486680
